University,Start year,End year,Award amount,PI,Active
University of Montana,2014,2019,545603,"WARD, TONY JOHN",FALSE
University of Montana,2014,2019,547691,"WARD, TONY JOHN",FALSE
University of Montana,2014,2019,580203,"WARD, TONY JOHN",FALSE
University of Montana,2014,2021,847164,"EVANS, JAY ",FALSE
University of Montana,2014,2018,2796602,"EVANS, JAY ",FALSE
University of Montana,2014,2021,5009797,"EVANS, JAY ",FALSE
University of Montana,2015,2016,6741,"SHEPHERD, DAVID M",FALSE
University of Montana,2015,2017,72500,"SHEPHERD, DAVID M",FALSE
University of Montana,2015,2018,72500,"SHEPHERD, DAVID M",FALSE
University of Montana,2015,2017,184765,"SPRANG, STEPHEN R",FALSE
University of Montana,2015,2017,230483,"NUNBERG, JACK H",FALSE
University of Montana,2015,2023,283720,"BRIKNAROVA, KLARA ",FALSE
University of Montana,2015,2020,283847,"BRIKNAROVA, KLARA ",FALSE
University of Montana,2015,2020,283968,"BRIKNAROVA, KLARA ",FALSE
University of Montana,2015,2020,284083,"BRIKNAROVA, KLARA ",FALSE
University of Montana,2015,2020,284192,"BRIKNAROVA, KLARA ",FALSE
University of Montana,2015,2019,429984,"MINNICK, MICHAEL F",FALSE
University of Montana,2015,2020,717099,"THOMPSON, CHARLES MARK",FALSE
University of Montana,2015,2020,729870,"THOMPSON, CHARLES MARK",FALSE
University of Montana,2015,2020,799473,"THOMPSON, CHARLES MARK",FALSE
University of Montana,2015,2021,802585,"THOMPSON, CHARLES MARK",FALSE
University of Montana,2015,2020,804973,"THOMPSON, CHARLES MARK",FALSE
University of Montana,2016,2019,60618,"ANDERSON, DONALD SCOTT",FALSE
University of Montana,2016,2019,63666,"ANDERSON, DONALD SCOTT",FALSE
University of Montana,2016,2019,67534,"ANDERSON, DONALD SCOTT",FALSE
University of Montana,2016,2018,72500,"WETZEL, SCOTT ALLEN",FALSE
University of Montana,2016,2019,72500,"WETZEL, SCOTT ALLEN",FALSE
University of Montana,2016,2016,100846,"SMITH, PAUL ",FALSE
University of Montana,2016,2018,138064,"NUNBERG, JACK H",FALSE
University of Montana,2016,2019,179520,"MINNICK, MICHAEL F",FALSE
University of Montana,2016,2019,181250,"MINNICK, MICHAEL F",FALSE
University of Montana,2016,2018,217500,"MINNICK, MICHAEL F",FALSE
University of Montana,2016,2018,226996,"MINNICK, MICHAEL F",FALSE
University of Montana,2016,2019,235309,"HUGHES, TRAVIS SHANE",FALSE
University of Montana,2016,2024,241872,"BROOKES, EMRE H.",FALSE
University of Montana,2016,2018,242388,"HUGHES, TRAVIS SHANE",FALSE
University of Montana,2016,2018,248999,"HUGHES, TRAVIS SHANE",FALSE
University of Montana,2016,2020,286375,"BROOKES, EMRE H.",FALSE
University of Montana,2016,2020,286375,"BROOKES, EMRE H.",FALSE
University of Montana,2016,2024,293074,"BROOKES, EMRE H.",FALSE
University of Montana,2016,2024,293074,"BROOKES, EMRE H.",FALSE
University of Montana,2016,2024,293074,"BROOKES, EMRE H.",FALSE
University of Montana,2016,2024,293074,"BROOKES, EMRE H.",TRUE
University of Montana,2016,2021,317188,"HANSEN, KASPER BOE",FALSE
University of Montana,2016,2021,317188,"HANSEN, KASPER BOE",FALSE
University of Montana,2016,2021,317188,"HANSEN, KASPER BOE",FALSE
University of Montana,2016,2021,317188,"HANSEN, KASPER BOE",FALSE
University of Montana,2016,2021,317188,"HANSEN, KASPER BOE",FALSE
University of Montana,2016,2026,327600,"HANSEN, KASPER BOE",TRUE
University of Montana,2016,2026,344224,"HANSEN, KASPER BOE",FALSE
University of Montana,2016,2026,371776,"HANSEN, KASPER BOE",FALSE
University of Montana,2016,2025,398750,"SMITH, PAUL ",FALSE
University of Montana,2016,2025,398750,"SMITH, PAUL ",FALSE
University of Montana,2016,2025,398750,"SMITH, PAUL ",FALSE
University of Montana,2016,2025,398750,"SMITH, PAUL ",TRUE
University of Montana,2016,2019,426801,"NUNBERG, JACK H",FALSE
University of Montana,2016,2018,554886,"ROSS, J B ALEXANDER ",FALSE
University of Montana,2016,2020,1648167,"SMITH, PAUL ",FALSE
University of Montana,2017,2020,35832,"FLETCHER, PAIGE ",FALSE
University of Montana,2017,2020,36324,"FLETCHER, PAIGE ",FALSE
University of Montana,2017,2020,36828,"FLETCHER, PAIGE ",FALSE
University of Montana,2017,2020,57997,"VELOTTA, JONATHAN PAUL",FALSE
University of Montana,2017,2020,62704,"VELOTTA, JONATHAN PAUL",FALSE
University of Montana,2017,2020,65606,"VELOTTA, JONATHAN PAUL",FALSE
University of Montana,2017,2027,85000,"COOPER, BRANDON S.",FALSE
University of Montana,2017,2020,88500,"BEAMER, CELINE A",FALSE
University of Montana,2017,2020,106024,"SECOR, PATRICK R",FALSE
University of Montana,2017,2019,158960,"SECOR, PATRICK R",FALSE
University of Montana,2017,2020,164003,"NUNBERG, JACK H",FALSE
University of Montana,2017,2019,211769,"NUNBERG, JACK H",FALSE
University of Montana,2017,2022,360526,"COOPER, BRANDON S.",FALSE
University of Montana,2017,2022,360526,"COOPER, BRANDON S.",FALSE
University of Montana,2017,2022,360526,"COOPER, BRANDON S.",FALSE
University of Montana,2017,2022,360526,"COOPER, BRANDON S.",FALSE
University of Montana,2017,2022,360526,"COOPER, BRANDON S.",FALSE
University of Montana,2017,2027,370000,"COOPER, BRANDON S.",FALSE
University of Montana,2017,2027,370000,"COOPER, BRANDON S.",TRUE
University of Montana,2017,2021,426287,"WHEELER, TRAVIS JOHN",FALSE
University of Montana,2017,2021,428250,"BEAMER, CELINE A",FALSE
University of Montana,2017,2020,432260,"ROBERTS, KEVAN ",FALSE
University of Montana,2018,2020,175499,"SEMMENS, ERIN O'BRIEN",FALSE
University of Montana,2018,2022,181250,"DRECKTRAH, DAN ",FALSE
University of Montana,2018,2022,181250,"MIGLIACCIO, CHRISTOPHER TODD",FALSE
University of Montana,2018,2023,210600,"WARD, TONY JOHN",FALSE
University of Montana,2018,2020,217500,"MIGLIACCIO, CHRISTOPHER TODD",FALSE
University of Montana,2018,2020,218899,"SEMMENS, ERIN O'BRIEN",FALSE
University of Montana,2018,2024,244301,"WARD, TONY JOHN",TRUE
University of Montana,2018,2023,251274,"WARD, TONY JOHN",FALSE
University of Montana,2018,2023,257865,"WARD, TONY JOHN",FALSE
University of Montana,2018,2020,259951,"DRECKTRAH, DAN ",FALSE
University of Montana,2018,2023,264097,"WARD, TONY JOHN",FALSE
University of Montana,2018,2023,289195,"GOOD, JEFFREY ",FALSE
University of Montana,2018,2022,289709,"GOOD, JEFFREY ",FALSE
University of Montana,2018,2022,293712,"GOOD, JEFFREY ",FALSE
University of Montana,2018,2022,296534,"GOOD, JEFFREY ",FALSE
University of Montana,2018,2022,300875,"GOOD, JEFFREY ",FALSE
University of Montana,2018,2021,431163,"JAFFAR, ZEINA ",FALSE
University of Montana,2018,2021,434994,"STIERLE, DONALD BRUCE",FALSE
University of Montana,2018,2023,438748,"SAMUELS, D. SCOTT",FALSE
University of Montana,2018,2023,438748,"SAMUELS, D. SCOTT",FALSE
University of Montana,2018,2023,438748,"SAMUELS, D. SCOTT",FALSE
University of Montana,2018,2024,438748,"SAMUELS, D. SCOTT",TRUE
University of Montana,2018,2023,449998,"SAMUELS, D. SCOTT",FALSE
University of Montana,2018,2020,587935,"ROBERTS, KEVAN ",FALSE
University of Montana,2018,2024,600477,"BURKHART, DAVID JAY",TRUE
University of Montana,2018,2023,635274,"BURKHART, DAVID JAY",FALSE
University of Montana,2018,2023,644035,"BURKHART, DAVID JAY",FALSE
University of Montana,2018,2023,699174,"BURKHART, DAVID JAY",FALSE
University of Montana,2018,2023,714601,"BURKHART, DAVID JAY",FALSE
University of Montana,2018,2024,962774,"SECOR, PATRICK R",TRUE
University of Montana,2018,2024,1000000,"EVANS, JAY ",TRUE
University of Montana,2018,2023,1071154,"SECOR, PATRICK R",FALSE
University of Montana,2018,2023,1084093,"SECOR, PATRICK R",FALSE
University of Montana,2018,2023,1086375,"SECOR, PATRICK R",FALSE
University of Montana,2018,2023,1152978,"SECOR, PATRICK R",FALSE
University of Montana,2018,2023,3308745,"EVANS, JAY ",FALSE
University of Montana,2018,2023,3583801,"EVANS, JAY ",FALSE
University of Montana,2018,2023,3971336,"EVANS, JAY ",FALSE
University of Montana,2018,2023,6116145,NA,FALSE
University of Montana,2019,2022,51699,"WHEELER, TRAVIS JOHN",FALSE
University of Montana,2019,2021,72500,"MINNICK, MICHAEL F",FALSE
University of Montana,2019,2020,72500,"LODMELL, J. STEPHEN",FALSE
University of Montana,2019,2023,72500,"MINNICK, MICHAEL F",FALSE
University of Montana,2019,2021,72500,"LODMELL, J. STEPHEN",FALSE
University of Montana,2019,2022,142772,"LODMELL, J. STEPHEN",FALSE
University of Montana,2019,2023,221904,"WHEELER, TRAVIS JOHN",FALSE
University of Montana,2019,2023,286435,"WHEELER, TRAVIS JOHN",FALSE
University of Montana,2019,2023,287379,"WHEELER, TRAVIS JOHN",FALSE
University of Montana,2019,2023,287504,"WHEELER, TRAVIS JOHN",FALSE
University of Montana,2019,2023,358000,"KROLL, EUGENE ",FALSE
University of Montana,2019,2021,373750,"NUNBERG, JACK H",FALSE
University of Montana,2019,2023,421779,"INSEL, NATHAN ",FALSE
University of Montana,2019,2023,424665,"GRIMES, MARK LINDSAY",FALSE
University of Montana,2019,2020,1425708,"EVANS, JAY ",FALSE
University of Montana,2019,2020,1702084,"EVANS, JAY ",FALSE
University of Montana,2019,2024,2521699,"EVANS, JAY ",TRUE
University of Montana,2019,2020,3699711,"EVANS, JAY ",FALSE
University of Montana,2020,2020,14484,"PEDERSEN, MAJA ",FALSE
University of Montana,2020,2021,37543,"PEDERSEN, MAJA ",FALSE
University of Montana,2020,2020,62712,"STUMP, SASCHA ",FALSE
University of Montana,2020,2025,118422,"NOONAN, CURTIS WILLIAM",FALSE
University of Montana,2020,2025,126972,"WALKER, ETHAN SHEPPARD",TRUE
University of Montana,2020,2025,165790,"NOONAN, CURTIS WILLIAM",FALSE
University of Montana,2020,2022,181250,"SECOR, PATRICK R",FALSE
University of Montana,2020,2023,182034,"HOLIAN, ANDRIJ ",FALSE
University of Montana,2020,2025,189997,"KITTELSON, ANDREW ",TRUE
University of Montana,2020,2025,190006,"LIDDELL, JESSICA ",TRUE
University of Montana,2020,2025,201539,"SEMMENS, ERIN O'BRIEN",FALSE
University of Montana,2020,2025,203888,"NEWCOMER, SOPHIA RAFF",FALSE
University of Montana,2020,2025,204076,"NEWCOMER, SOPHIA RAFF",FALSE
University of Montana,2020,2025,204397,"LANDGUTH, ERIN L",FALSE
University of Montana,2020,2022,217500,"SECOR, PATRICK R",FALSE
University of Montana,2020,2022,219120,"HOLIAN, ANDRIJ ",FALSE
University of Montana,2020,2025,231157,"SEMMENS, ERIN O'BRIEN",FALSE
University of Montana,2020,2025,231323,"SEMMENS, ERIN O'BRIEN",FALSE
University of Montana,2020,2025,234438,"LANDGUTH, ERIN L",FALSE
University of Montana,2020,2025,234600,"LANDGUTH, ERIN L",FALSE
University of Montana,2020,2025,239713,"WARD, TONY JOHN",FALSE
University of Montana,2020,2025,265396,"WARD, TONY JOHN",TRUE
University of Montana,2020,2025,274987,"WARD, TONY JOHN",FALSE
University of Montana,2020,2025,275478,"WARD, TONY JOHN",FALSE
University of Montana,2020,2025,355642,"GRAHAM, JONATHAN ",FALSE
University of Montana,2020,2025,393089,"GRAHAM, JONATHAN ",TRUE
University of Montana,2020,2025,407467,"GRAHAM, JONATHAN ",FALSE
University of Montana,2020,2025,407805,"GRAHAM, JONATHAN ",FALSE
University of Montana,2020,2024,431713,"WETZEL, SCOTT ALLEN",TRUE
University of Montana,2020,2023,440715,"CHEVIRON, ZACHARY ",FALSE
University of Montana,2020,2025,703887,"NOONAN, CURTIS WILLIAM",FALSE
University of Montana,2020,2025,778003,"NOONAN, CURTIS WILLIAM",TRUE
University of Montana,2020,2025,806459,"NOONAN, CURTIS WILLIAM",FALSE
University of Montana,2020,2025,807128,"NOONAN, CURTIS WILLIAM",FALSE
University of Montana,2020,2025,1943463,"NOONAN, CURTIS WILLIAM",TRUE
University of Montana,2020,2025,2118960,"NOONAN, CURTIS WILLIAM",FALSE
University of Montana,2020,2025,2159403,"NOONAN, CURTIS WILLIAM",FALSE
University of Montana,2020,2025,2159403,"NOONAN, CURTIS WILLIAM",FALSE
University of Montana,2020,2025,2159403,"NOONAN, CURTIS WILLIAM",FALSE
University of Montana,2021,2022,8517,"WILSTERMAN, KATHRYN ",FALSE
University of Montana,2021,2024,37823,"KENDALL, REBEKAH ",FALSE
University of Montana,2021,2023,39066,"KENDALL, REBEKAH ",FALSE
University of Montana,2021,2026,53540,"RYTER, KENDAL ",FALSE
University of Montana,2021,2026,53540,"RYTER, KENDAL ",FALSE
University of Montana,2021,2026,53540,"RYTER, KENDAL ",TRUE
University of Montana,2021,2026,60976,"BOWLER, BRUCE E",FALSE
University of Montana,2021,2025,61510,"PEDERSEN, MAJA ",TRUE
University of Montana,2021,2024,69090,"WILSTERMAN, KATHRYN ",FALSE
University of Montana,2021,2026,98735,"ROSS, J B ALEXANDER ",FALSE
University of Montana,2021,2026,98735,"ROSS, J B ALEXANDER ",FALSE
University of Montana,2021,2026,98735,"ROSS, J B ALEXANDER ",TRUE
University of Montana,2021,2026,114878,"BOWLER, BRUCE E",FALSE
University of Montana,2021,2026,114878,"BOWLER, BRUCE E",FALSE
University of Montana,2021,2026,114878,"BOWLER, BRUCE E",TRUE
University of Montana,2021,2026,148000,"BOWLER, BRUCE E",FALSE
University of Montana,2021,2026,148000,"BOWLER, BRUCE E",FALSE
University of Montana,2021,2026,148000,"BOWLER, BRUCE E",TRUE
University of Montana,2021,2024,185000,"MIGLIACCIO, CHRISTOPHER TODD",FALSE
University of Montana,2021,2026,205815,"BOWLER, BRUCE E",FALSE
University of Montana,2021,2023,221500,"MIGLIACCIO, CHRISTOPHER TODD",FALSE
University of Montana,2021,2026,239473,"BOWLER, BRUCE E",FALSE
University of Montana,2021,2026,239473,"BOWLER, BRUCE E",FALSE
University of Montana,2021,2026,239473,"BOWLER, BRUCE E",TRUE
University of Montana,2021,2026,243879,"BOWLER, BRUCE E",TRUE
University of Montana,2021,2025,329400,"HANSEN, KASPER BOE",TRUE
University of Montana,2021,2025,363627,"NUNBERG, JACK H",FALSE
University of Montana,2021,2025,363779,"NUNBERG, JACK H",TRUE
University of Montana,2021,2025,364000,"HANSEN, KASPER BOE",FALSE
University of Montana,2021,2025,368224,"HANSEN, KASPER BOE",FALSE
University of Montana,2021,2025,370520,"HANSEN, KASPER BOE",FALSE
University of Montana,2021,2025,378975,"NUNBERG, JACK H",FALSE
University of Montana,2021,2025,417852,"NEWCOMER, SOPHIA RAFF",TRUE
University of Montana,2021,2025,421788,"NEWCOMER, SOPHIA RAFF",FALSE
University of Montana,2021,2025,429305,"NEWCOMER, SOPHIA RAFF",FALSE
University of Montana,2021,2026,453574,"SPRANG, STEPHEN R",FALSE
University of Montana,2021,2026,453574,"SPRANG, STEPHEN R",TRUE
University of Montana,2021,2026,465574,"SPRANG, STEPHEN R",FALSE
University of Montana,2021,2026,670730,"BOWLER, BRUCE E",FALSE
University of Montana,2021,2026,1108200,"BOWLER, BRUCE E",FALSE
University of Montana,2021,2026,1108200,"BOWLER, BRUCE E",TRUE
University of Montana,2021,2026,1120200,"BOWLER, BRUCE E",FALSE
University of Montana,2021,2022,1599006,"EVANS, JAY ",FALSE
University of Montana,2021,2022,2076197,"EVANS, JAY ",FALSE
University of Montana,2021,2023,2223085,"EVANS, JAY ",FALSE
University of Montana,2021,2022,2613001,"EVANS, JAY ",FALSE
University of Montana,2022,2027,17121,"HOLIAN, ANDRIJ ",FALSE
University of Montana,2022,2027,54039,"HOLIAN, ANDRIJ ",TRUE
University of Montana,2022,2024,74000,"MINNICK, MICHAEL F",FALSE
University of Montana,2022,2025,74000,"MINNICK, MICHAEL F",TRUE
University of Montana,2022,2024,185000,"HOLIAN, ANDRIJ ",TRUE
University of Montana,2022,2025,190550,"LOYD, BRIAN JAMES",TRUE
University of Montana,2022,2025,194731,"LOYD, BRIAN JAMES",FALSE
University of Montana,2022,2024,222000,"HOLIAN, ANDRIJ ",FALSE
University of Montana,2022,2025,242242,"PETERSON, RACHEL LYNNE",TRUE
University of Montana,2022,2025,249000,"PETERSON, RACHEL LYNNE",FALSE
University of Montana,2022,2026,293216,"BOWLER, BRUCE E",TRUE
University of Montana,2022,2026,293348,"BOWLER, BRUCE E",FALSE
University of Montana,2022,2027,360057,"HUGHES, TRAVIS SHANE",FALSE
University of Montana,2022,2027,369125,"HUGHES, TRAVIS SHANE",TRUE
University of Montana,2022,2027,536834,"HOLIAN, ANDRIJ ",TRUE
University of Montana,2022,2027,536883,"HOLIAN, ANDRIJ ",FALSE
University of Montana,2023,2025,110959,"WALKER, ETHAN SHEPPARD",FALSE
University of Montana,2023,2025,171351,"KITTELSON, ANDREW ",FALSE
University of Montana,2023,2025,171915,"LIDDELL, JESSICA ",FALSE
University of Montana,2023,2028,268621,"HOLIAN, ANDRIJ ",TRUE
University of Montana,2023,2027,1000000,"WOODAHL, ERICA L",TRUE
University of Montana,2023,2028,2419904,"EVANS, JAY ",TRUE
University of Montana,2024,2025,586559,"DEMELER, BORRIES ",TRUE
University of Montana,NA,NA,98810,"NATALE, NICHOLAS R.",FALSE
University of Montana,NA,NA,98810,"NATALE, NICHOLAS R.",FALSE
University of Montana,NA,NA,98810,"NATALE, NICHOLAS R.",FALSE
University of Montana,NA,NA,107901,"MORANDI, MARIA T.",FALSE
University of Montana,NA,2016,111052,"MORANDI, MARIA T.",FALSE
University of Montana,NA,NA,116588,"MORANDI, MARIA T.",FALSE
University of Montana,NA,NA,118810,"NATALE, NICHOLAS R.",FALSE
University of Montana,NA,2021,120001,"MORANDI, MARIA T.",FALSE
University of Montana,NA,NA,125138,"WETZEL, SCOTT ALLEN",FALSE
University of Montana,NA,2016,128289,"WETZEL, SCOTT ALLEN",FALSE
University of Montana,NA,NA,130388,"ROBERTS, KEVAN ",FALSE
University of Montana,NA,2016,133540,"ROBERTS, KEVAN ",FALSE
University of Montana,NA,NA,133824,"WETZEL, SCOTT ALLEN",FALSE
University of Montana,NA,2021,135511,"WETZEL, SCOTT ALLEN",FALSE
University of Montana,NA,NA,136723,"ROSS, J B ALEXANDER ",FALSE
University of Montana,NA,NA,136723,"ROSS, J B ALEXANDER ",FALSE
University of Montana,NA,NA,136723,"ROSS, J B ALEXANDER ",FALSE
University of Montana,NA,NA,136723,"ROSS, J B ALEXANDER ",FALSE
University of Montana,NA,NA,139076,"ROBERTS, KEVAN ",FALSE
University of Montana,NA,2021,140241,"ROBERTS, KEVAN ",FALSE
University of Montana,NA,NA,198763,"MORANDI, MARIA T.",FALSE
University of Montana,NA,NA,201380,"WANG, DONG ",FALSE
University of Montana,NA,NA,201829,"WANG, DONG ",FALSE
University of Montana,NA,2014,211295,"THOMPSON, CHARLES MARK",FALSE
University of Montana,NA,NA,212652,"NEWCOMER, SOPHIA RAFF",FALSE
University of Montana,NA,NA,213356,"DIAZ, PHILIPPE J",FALSE
University of Montana,NA,NA,213563,"DIAZ, PHILIPPE J",FALSE
University of Montana,NA,NA,213563,"DIAZ, PHILIPPE J",FALSE
University of Montana,NA,NA,214735,"WANG, DONG ",FALSE
University of Montana,NA,NA,214735,"WANG, DONG ",FALSE
University of Montana,NA,NA,215428,"DIAZ, PHILIPPE J",FALSE
University of Montana,NA,NA,215998,"WETZEL, SCOTT ALLEN",FALSE
University of Montana,NA,NA,217500,"BEAMER, CELINE A",FALSE
University of Montana,NA,NA,217500,"HANSEN, KASPER BOE",FALSE
University of Montana,NA,NA,217500,"HANSEN, KASPER BOE",FALSE
University of Montana,NA,NA,217500,"BEAMER, CELINE A",FALSE
University of Montana,NA,NA,217500,"HANSEN, KASPER BOE",FALSE
University of Montana,NA,NA,217500,"BEAMER, CELINE A",FALSE
University of Montana,NA,NA,217500,"BEAMER, CELINE A",FALSE
University of Montana,NA,NA,217500,"HANSEN, KASPER BOE",FALSE
University of Montana,NA,NA,221252,"ROBERTS, KEVAN ",FALSE
University of Montana,NA,NA,230492,"SPRANG, STEPHEN R",FALSE
University of Montana,NA,NA,230492,"SPRANG, STEPHEN R",FALSE
University of Montana,NA,NA,230664,"SPRANG, STEPHEN R",FALSE
University of Montana,NA,NA,230664,"SPRANG, STEPHEN R",FALSE
University of Montana,NA,NA,234224,"SEMMENS, ERIN O'BRIEN",FALSE
University of Montana,NA,NA,234602,"LANDGUTH, ERIN L",FALSE
University of Montana,NA,NA,266724,"WARD, TONY JOHN",FALSE
University of Montana,NA,NA,375273,"MIGLIACCIO, CHRISTOPER ",FALSE
University of Montana,NA,NA,493714,"GRAHAM, JONATHAN ",FALSE
University of Montana,NA,2021,622545,"HOLIAN, ANDRIJ ",FALSE
University of Montana,NA,2016,663427,"HOLIAN, ANDRIJ ",FALSE
University of Montana,NA,NA,663427,"HOLIAN, ANDRIJ ",FALSE
University of Montana,NA,NA,664511,"HOLIAN, ANDRIJ ",FALSE
University of Montana,NA,NA,677044,"NOONAN, CURTIS WILLIAM",FALSE
University of Montana,NA,NA,748554,"HOLIAN, ANDRIJ ",FALSE
University of Montana,NA,NA,760254,"SPRANG, STEPHEN R",FALSE
University of Montana,NA,NA,789254,"SPRANG, STEPHEN R",FALSE
University of Montana,NA,NA,789641,"SPRANG, STEPHEN R",FALSE
University of Montana,NA,NA,789641,"SPRANG, STEPHEN R",FALSE
Washington State University,2017,2023,109540,"BOYD, AMANDA D.",FALSE
Washington State University,2017,2023,120655,"MCDONELL, MICHAEL G",FALSE
Washington State University,2017,2023,197418,"BUCHWALD, DEDRA S",FALSE
Washington State University,2017,2023,210119,"MANSON, SPERO MARTIN",FALSE
Washington State University,2017,2023,232280,"SCHWARTZ, STEPHEN M",FALSE
Washington State University,2017,2023,1372723,"BUCHWALD, DEDRA S",FALSE
Washington State University,2017,2022,1408212,"BUCHWALD, DEDRA S",FALSE
Washington State University,2017,2022,1419285,"BUCHWALD, DEDRA S",FALSE
Washington State University,2017,2022,1422738,"BUCHWALD, DEDRA S",FALSE
Washington State University,2017,2022,1475635,"BUCHWALD, DEDRA S",FALSE
Washington State University,2018,2019,9060,"HIGGINBOTHAM, JESSICA ",FALSE
Washington State University,2018,2023,18750,"BURBICK, CLAIRE R",FALSE
Washington State University,2018,2020,19126,"POKORZYNSKI, NICHOLAS DAVID",FALSE
Washington State University,2018,2019,28183,"BLACKTOP, JORDAN MICHAEL",FALSE
Washington State University,2018,2019,34024,"BURBICK, CLAIRE R",FALSE
Washington State University,2018,2019,36382,"HIGGINBOTHAM, JESSICA ",FALSE
Washington State University,2018,2020,37256,"POKORZYNSKI, NICHOLAS DAVID",FALSE
Washington State University,2018,2020,37748,"POKORZYNSKI, NICHOLAS DAVID",FALSE
Washington State University,2018,2023,72440,"BURBICK, CLAIRE R",FALSE
Washington State University,2018,2023,75000,"BURBICK, CLAIRE R",FALSE
Washington State University,2018,2023,75000,"BURBICK, CLAIRE R",FALSE
Washington State University,2018,2023,75000,"BURBICK, CLAIRE R",FALSE
Washington State University,2018,2028,75000,"BURBICK, CLAIRE R",TRUE
Washington State University,2018,2023,83374,"KNODLER, LEIGH ",FALSE
Washington State University,2018,2023,95851,"MULLER, CLEMMA JACOBSEN",FALSE
Washington State University,2018,2023,95851,"MULLER, CLEMMA JACOBSEN",FALSE
Washington State University,2018,2020,105585,"BLACKTOP, JORDAN MICHAEL",FALSE
Washington State University,2018,2023,124189,"SUCHY-DICEY, ASTRID M",FALSE
Washington State University,2018,2023,125611,"SUCHY-DICEY, ASTRID M",FALSE
Washington State University,2018,2023,125611,"SUCHY-DICEY, ASTRID M",FALSE
Washington State University,2018,2023,125611,"SUCHY-DICEY, ASTRID M",FALSE
Washington State University,2018,2023,125611,"SUCHY-DICEY, ASTRID M",FALSE
Washington State University,2018,2023,150555,"BUCHWALD, DEDRA S",FALSE
Washington State University,2018,2022,153000,"AHMED, SALAH-UDDIN ",FALSE
Washington State University,2018,2021,161395,"GADDAMEEDHI, SHOBHAN ",FALSE
Washington State University,2018,2023,168000,"BURBICK, CLAIRE R",FALSE
Washington State University,2018,2021,175809,"BERKMAN, CLIFFORD ",FALSE
Washington State University,2018,2023,181042,"BUCHWALD, DEDRA S",FALSE
Washington State University,2018,2021,181688,"JONES, JEFFREY P",FALSE
Washington State University,2018,2020,184256,"BANKHEAD, TROY MICHAEL",FALSE
Washington State University,2018,2020,185076,"XIAN, MING ",FALSE
Washington State University,2018,2022,189063,"O'CONNOR, ROBERTA M",FALSE
Washington State University,2018,2020,191250,"BANKHEAD, TROY MICHAEL",FALSE
Washington State University,2018,2020,191250,"OATLEY, JON M",FALSE
Washington State University,2018,2022,191250,"PORTFORS, CHRISTINE ",FALSE
Washington State University,2018,2020,191250,"SHAW, DANA KATHLEEN",FALSE
Washington State University,2018,2023,193048,"KELTON, MOLLY ",FALSE
Washington State University,2018,2020,199665,"BERKMAN, CLIFFORD ",FALSE
Washington State University,2018,2020,199665,"GADDAMEEDHI, SHOBHAN ",FALSE
Washington State University,2018,2020,219938,"JONES, JEFFREY P",FALSE
Washington State University,2018,2021,222016,"BANKHEAD, TROY MICHAEL",FALSE
Washington State University,2018,2022,222832,"XIAN, MING ",FALSE
Washington State University,2018,2020,229500,"MAO, PENG ",FALSE
Washington State University,2018,2020,229500,"PORTFORS, CHRISTINE ",FALSE
Washington State University,2018,2020,229500,"OATLEY, JON M",FALSE
Washington State University,2018,2020,229500,"SHAW, DANA KATHLEEN",FALSE
Washington State University,2018,2021,229500,"BANKHEAD, TROY MICHAEL",FALSE
Washington State University,2018,2024,231671,"KELTON, MOLLY ",TRUE
Washington State University,2018,2020,240387,"O'CONNOR, ROBERTA M",FALSE
Washington State University,2018,2023,254235,"KELTON, MOLLY ",FALSE
Washington State University,2018,2023,257154,"KELTON, MOLLY ",FALSE
Washington State University,2018,2023,258941,"KELTON, MOLLY ",FALSE
Washington State University,2018,2023,271429,"BUCHWALD, DEDRA S",FALSE
Washington State University,2018,2021,272810,"JAMES, LOIS ",FALSE
Washington State University,2018,2023,293030,"BUCHWALD, DEDRA S",FALSE
Washington State University,2018,2023,300000,"CALL, DOUGLAS R.",FALSE
Washington State University,2018,2021,313931,"XIAN, MING ",FALSE
Washington State University,2018,2020,314132,"XIAN, MING ",FALSE
Washington State University,2018,2023,314455,"LANKESTER, FELIX ",FALSE
Washington State University,2018,2024,319527,"LANKESTER, FELIX ",TRUE
Washington State University,2018,2021,326904,"XIAN, MING ",FALSE
Washington State University,2018,2023,329110,"AHMED, SALAH-UDDIN ",FALSE
Washington State University,2018,2024,335650,"AHMED, SALAH-UDDIN ",TRUE
Washington State University,2018,2021,342162,"JAMES, LOIS ",FALSE
Washington State University,2018,2024,343284,"WYRICK, JOHN J",TRUE
Washington State University,2018,2023,343347,"WYRICK, JOHN J",FALSE
Washington State University,2018,2023,343407,"WYRICK, JOHN J",FALSE
Washington State University,2018,2023,343462,"WYRICK, JOHN J",FALSE
Washington State University,2018,2023,343513,"WYRICK, JOHN J",FALSE
Washington State University,2018,2023,346081,"AHMED, SALAH-UDDIN ",FALSE
Washington State University,2018,2023,349094,"AHMED, SALAH-UDDIN ",FALSE
Washington State University,2018,2023,349094,"AHMED, SALAH-UDDIN ",FALSE
Washington State University,2018,2023,350000,"CALL, DOUGLAS R.",FALSE
Washington State University,2018,2023,350000,"CALL, DOUGLAS R.",FALSE
Washington State University,2018,2023,375000,"CALL, DOUGLAS R.",FALSE
Washington State University,2018,2021,387288,"JAMES, LOIS ",FALSE
Washington State University,2018,2019,388584,"KARATSOREOS, ILIA NICHOLAS",FALSE
Washington State University,2018,2023,398748,"WAYMAN, GARY ALLEN",FALSE
